"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L16786","NullAwareLongFilterValueConverter","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.converter.NullAwareLongFilterValueConverter","L16718","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\converter\NullAwareLongFilterValueConverter.java","25","1","39","2","0","0","0","0","0","0","0","0","1","1","1","4","1","0","0","0","1","0.5","0.176471","3","3","1","1","0.176471","3","1","1","0","0","1","14","15","0","0","0","0","1","0","1","0","1","5","0","1","0","14","15","0","0","0","0","1","0","1","0","1","5","0","1","0","0","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16790","StringFilterValueConverter","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.converter.StringFilterValueConverter","L16718","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\converter\StringFilterValueConverter.java","24","1","31","2","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0.5","0.3","3","3","1","1","0.3","3","1","1","0","0","1","7","8","0","0","0","0","1","0","1","0","1","1","0","1","0","7","8","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16797","StringLikeFilterValueConverter","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.converter.StringLikeFilterValueConverter","L16718","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\converter\StringLikeFilterValueConverter.java","25","1","36","2","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","1","0.5","0.25","3","3","1","1","0.25","3","1","1","0","0","1","9","12","1","0","1","0","1","0","1","0","1","1","0","1","0","9","12","1","0","1","0","1","0","1","0","1","1","0","1","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1060","BetweenDatePredicateProvider","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate.BetweenDatePredicateProvider","L17004","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\predicate\BetweenDatePredicateProvider.java","33","1","61","2","0","0","0","0","0","0","0","0","1","3","2","5","2","1","0","1","2","0.5","0.193548","6","3","1","1","0.193548","6","1","1","0","0","1","25","29","0","0","0","0","1","0","1","0","1","12","0","1","0","25","29","0","0","0","0","1","0","1","0","1","12","0","1","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L1066","BetweenPredicateProvider","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate.BetweenPredicateProvider","L17004","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\predicate\BetweenPredicateProvider.java","31","1","49","2","0","0","0","0","0","0","0","0","1","1","1","3","2","1","0","1","2","0.5","0.142857","3","3","1","1","0.142857","3","1","1","0","0","1","18","19","0","0","0","0","1","0","1","0","1","7","0","1","0","18","19","0","0","0","0","1","0","1","0","1","7","0","1","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L1069","CollectionSizeEqualPredicateProvider","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate.CollectionSizeEqualPredicateProvider","L17004","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\predicate\CollectionSizeEqualPredicateProvider.java","32","1","46","2","0.849057","1","2","1","0.733333","0.785714","11","11","1","1","1","2","2","1","0","1","2","0.5","0.176471","3","3","1","1","0.176471","3","1","1","0","0","1","14","15","0","0","0","0","1","0","1","0","1","5","0","1","0","14","15","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","17","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L1072","EqPredicateProvider","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate.EqPredicateProvider","L17004","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\predicate\EqPredicateProvider.java","34","1","54","2","0","0","0","0","0","0","0","0","1","1","1","3","2","1","0","1","2","0.5","0.142857","3","3","1","1","0.142857","3","1","1","0","0","1","18","21","0","0","0","0","1","0","1","0","1","8","0","1","0","18","21","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L1057","IsNullPredicateProvider","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate.IsNullPredicateProvider","L17004","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\predicate\IsNullPredicateProvider.java","31","1","45","2","0","0","0","0","0","0","0","0","1","1","1","2","2","2","0","1","2","0.5","0.176471","3","3","1","1","0.176471","3","1","1","0","0","1","14","15","0","0","0","0","1","0","1","0","1","5","0","1","0","14","15","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L1052","LikePredicateProvider","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate.LikePredicateProvider","L17004","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\predicate\LikePredicateProvider.java","31","1","46","2","0.849057","1","2","1","0.6875","0.785714","11","11","1","1","1","2","2","1","0","1","2","0.5","0.176471","3","3","1","1","0.176471","3","1","1","0","0","1","14","16","0","0","0","0","1","0","1","0","1","5","0","1","0","14","16","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","17","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L17086","NullFalseEqPredicateProvider","org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate.NullFalseEqPredicateProvider","L17004","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\criteria\predicate\NullFalseEqPredicateProvider.java","38","1","78","2","0","0","0","0","0","0","0","0","1","4","3","8","2","0","0","1","2","0.5","0.159091","7","7","1","1","0.159091","7","1","1","0","0","1","37","41","0","0","0","0","1","0","1","0","1","17","0","1","0","37","41","0","0","0","0","1","0","1","0","1","17","0","1","0","0","1","6","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L16468","AddFilterPropertiesRequest","org.broadleafcommerce.openadmin.server.service.persistence.module.provider.request.AddFilterPropertiesRequest","L17751","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\provider\request\AddFilterPropertiesRequest.java","26","1","38","2","0","0","0","0","0","0","0","0","0","0","0","2","1","5","3","0","2","0.333333","0.357143","5","5","1","2","0.357143","5","0","0","0","0","0","9","13","1","1","1","1","2","0","2","0","2","2","0","2","0","9","13","1","1","1","1","2","0","2","0","2","2","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16587","AddSearchMappingRequest","org.broadleafcommerce.openadmin.server.service.persistence.module.provider.request.AddSearchMappingRequest","L17751","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\provider\request\AddSearchMappingRequest.java","33","1","89","2","0.433628","2","2","2","0.192982","0.234043","11","11","0","0","0","9","6","5","3","0","9","0.1","0.0961538","5","5","1","9","0.0961538","5","0","0","0","0","0","47","57","8","8","8","8","9","0","9","0","9","16","0","9","0","47","57","8","8","8","8","9","0","9","0","9","16","0","9","0","0","0","35","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1"
"L1117","ExtractValueRequest","org.broadleafcommerce.openadmin.server.service.persistence.module.provider.request.ExtractValueRequest","L17751","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\provider\request\ExtractValueRequest.java","34","1","98","2","0.392","2","2","2","0.169231","0.211538","11","11","0","0","0","11","6","14","21","0","11","0.0833333","0.0877193","5","5","1","11","0.0877193","5","0","0","0","0","0","52","65","8","9","8","9","11","0","11","1","11","18","0","11","1","52","65","8","9","8","9","11","0","11","1","11","18","0","11","1","0","0","40","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L16482","PopulateValueRequest","org.broadleafcommerce.openadmin.server.service.persistence.module.provider.request.PopulateValueRequest","L17751","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\provider\request\PopulateValueRequest.java","30","1","83","2","0.441441","1","1","1","0.185185","0.227273","10","10","0","0","0","9","5","11","13","0","9","0.1","0.102041","5","5","1","9","0.102041","5","0","0","0","0","0","44","54","8","8","8","8","9","0","9","0","9","16","0","9","0","44","54","8","8","8","8","9","0","9","0","9","16","0","9","0","0","0","35","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"L17557","BasicFieldPersistenceProvider$1","org.broadleafcommerce.openadmin.server.service.persistence.module.provider.BasicFieldPersistenceProvider$1","L17522","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\server\service\persistence\module\provider\BasicFieldPersistenceProvider.java","422","50","427","22","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18998","AdminAbstractController$1","org.broadleafcommerce.openadmin.web.controller.AdminAbstractController$1","L18913","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\controller\AdminAbstractController.java","394","136","400","14","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","6","7","0","1","0","1","1","0","1","0","1","1","0","1","0","6","7","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19870","ListGrid$1","org.broadleafcommerce.openadmin.web.form.component.ListGrid$1","L1493","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\form\component\ListGrid.java","38","84","48","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","10","11","0","0","0","0","1","0","1","0","1","1","0","1","0","10","11","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20223","EntityForm$1","org.broadleafcommerce.openadmin.web.form.entity.EntityForm$1","L1464","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\form\entity\EntityForm.java","55","70","63","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","9","0","0","0","0","1","0","1","0","1","1","0","1","0","9","9","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20648","Tab$1","org.broadleafcommerce.openadmin.web.form.entity.Tab$1","L18945","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\form\entity\Tab.java","34","88","42","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","9","0","0","0","0","1","0","1","0","1","1","0","1","0","9","9","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20665","Tab$2","org.broadleafcommerce.openadmin.web.form.entity.Tab$2","L18945","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\form\entity\Tab.java","44","80","52","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","9","0","0","0","0","1","0","1","0","1","1","0","1","0","9","9","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20990","DataDTODeserializer$1","org.broadleafcommerce.openadmin.web.rulebuilder.DataDTODeserializer$1","L20974","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\rulebuilder\DataDTODeserializer.java","94","131","94","133","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1726","FieldData$Builder","org.broadleafcommerce.openadmin.web.rulebuilder.dto.FieldData$Builder","L1731","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\rulebuilder\dto\FieldData.java","48","5","91","6","0","0","0","0","0","0","0","0","7","0","0","8","2","11","10","1","9","0","0","0","0","0","9","0","0","0","0","0","0","0","36","44","6","0","6","0","8","0","8","0","8","13","0","8","0","36","44","6","0","6","0","8","0","8","0","8","13","0","8","0","0","0","21","0","10","0","0","0","0","0","0","1","0","0","1","0","0","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","0","1","0","0","0","0","0","0"
"L22009","FormBuilderServiceImpl$1","org.broadleafcommerce.openadmin.web.service.FormBuilderServiceImpl$1","L21999","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\service\FormBuilderServiceImpl.java","917","71","923","14","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20612","FieldGroup$1","org.broadleafcommerce.openadmin.web.form.entity.FieldGroup$1","L18938","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\form\entity\FieldGroup.java","81","60","90","10","1","1","1","1","1","1","10","10","1","0","0","1","1","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","1","0","1","1","0","1","0","10","10","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20618","FieldGroup$2","org.broadleafcommerce.openadmin.web.form.entity.FieldGroup$2","L18938","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\form\entity\FieldGroup.java","93","69","102","14","1","1","1","1","1","1","10","10","1","0","0","1","1","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","1","0","1","1","0","1","0","10","10","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21593","AbstractRuleBuilderFieldService$1","org.broadleafcommerce.openadmin.web.rulebuilder.service.AbstractRuleBuilderFieldService$1","L21582","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\web\rulebuilder\service\AbstractRuleBuilderFieldService.java","132","161","168","10","0","0","0","0","0","0","0","0","1","3","3","11","4","0","0","5","7","0","0","0","0","0","2","0","0","0","0","0","0","0","36","37","0","0","0","0","2","0","1","0","2","21","0","1","0","36","37","0","0","0","0","2","0","1","0","2","21","0","1","0","0","2","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22117","Auditable$Presentation$Tab","org.broadleafcommerce.common.audit.Auditable$Presentation$Tab","L22115","L103","common\src\main\java\org\broadleafcommerce\common\audit\Auditable.java","99","9","106","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","19","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","10","0","0","0","0","0","0"
"L22123","Auditable$Presentation$Group","org.broadleafcommerce.common.audit.Auditable$Presentation$Group","L22115","L103","common\src\main\java\org\broadleafcommerce\common\audit\Auditable.java","108","9","117","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","10","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","19","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","10","0","0","0","0","0","0"
"L22711","ThreadLocalManager$1","org.broadleafcommerce.common.classloader.release.ThreadLocalManager$1","L22702","L103","common\src\main\java\org\broadleafcommerce\common\classloader\release\ThreadLocalManager.java","16","119","21","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","0","0","1","1","0","0","0","6","6","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22798","ModuleConfigurationType","org.broadleafcommerce.common.config.service.type.ModuleConfigurationType","L23234","L103","common\src\main\java\org\broadleafcommerce\common\config\service\type\ModuleConfigurationType.java","26","1","96","2","0.309179","1","7","1","0.225352","0.280702","16","16","1","2","2","16","1","8","5","0","8","0","0.0172414","1","0","0","8","0.0172414","1","1","1","0","0","1","57","71","9","3","9","3","8","5","7","1","8","25","5","7","1","57","71","9","3","9","3","8","5","7","1","8","25","5","7","1","0","0","35","0","13","0","0","10","0","12","0","0","0","0","0","0","0","3","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1"
"L23916","EmailException","org.broadleafcommerce.common.email.service.exception.EmailException","L23985","L103","common\src\main\java\org\broadleafcommerce\common\email\service\exception\EmailException.java","23","1","42","2","0","0","0","0","0","0","0","0","0","0","0","4","0","2","2","0","4","0.2","0.210526","4","4","1","4","0.210526","4","0","0","0","0","0","15","20","1","0","1","0","4","0","4","0","4","4","0","4","0","15","20","1","0","1","0","4","0","4","0","4","4","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14058","EmailInfo","org.broadleafcommerce.common.email.service.info.EmailInfo","L23996","L103","common\src\main\java\org\broadleafcommerce\common\email\service\info\EmailInfo.java","29","1","156","2","0","0","0","0","0","0","0","0","1","0","0","17","1","15","10","0","17","0.722222","0.36036","40","40","13","5","0.36036","40","0","0","1","1","0","71","128","9","8","9","8","17","0","17","8","17","26","0","17","8","71","128","9","8","9","8","17","0","17","8","17","26","0","17","8","0","1","16","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0"
"L23903","NullEmailInfo","org.broadleafcommerce.common.email.service.info.NullEmailInfo","L23996","L103","common\src\main\java\org\broadleafcommerce\common\email\service\info\NullEmailInfo.java","32","1","39","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0.5","0.647059","11","11","1","1","0.647059","11","1","1","0","0","1","6","8","10","8","1","0","1","0","1","0","18","1","0","18","8","6","8","10","8","1","0","1","0","1","0","18","1","0","18","8","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23867","ServerInfo","org.broadleafcommerce.common.email.service.info.ServerInfo","L23996","L103","common\src\main\java\org\broadleafcommerce\common\email\service\info\ServerInfo.java","25","1","109","2","0","0","0","0","0","0","0","0","0","1","1","12","0","1","0","0","10","0.818182","0.363636","28","28","9","2","0.363636","28","0","0","0","0","0","49","85","5","6","5","6","10","0","10","4","10","20","0","10","4","49","85","5","6","5","6","10","0","10","4","10","20","0","10","4","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"L24110","EmailServiceMDP","org.broadleafcommerce.common.email.service.jms.EmailServiceMDP","L24105","L103","common\src\main\java\org\broadleafcommerce\common\email\service\jms\EmailServiceMDP.java","36","1","69","2","0","0","0","0","0","0","0","0","1","1","1","6","2","0","0","2","3","1","0.382353","13","7","2","0","0.382353","13","0","0","0","0","0","21","34","1","0","1","0","1","0","1","0","1","8","0","1","0","21","34","1","0","1","0","1","0","1","0","1","8","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L24127","JMSEmailServiceProducerImpl","org.broadleafcommerce.common.email.service.jms.JMSEmailServiceProducerImpl","L24105","L103","common\src\main\java\org\broadleafcommerce\common\email\service\jms\JMSEmailServiceProducerImpl.java","35","1","80","2","0","0","0","0","0","0","0","0","1","0","0","5","1","0","0","0","5","0.833333","0.444444","16","16","5","1","0.380952","16","2","2","0","0","1","20","40","2","2","2","2","5","0","5","2","5","5","0","5","2","26","46","2","2","2","2","6","0","6","2","6","9","0","6","2","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"L24009","Attachment","org.broadleafcommerce.common.email.service.message.Attachment","L24163","L103","common\src\main\java\org\broadleafcommerce\common\email\service\message\Attachment.java","21","1","53","2","0","0","0","0","0","0","0","0","0","0","0","6","0","2","1","0","6","0","0","0","0","0","7","0","0","0","0","0","0","0","24","33","4","3","4","3","6","0","6","3","6","6","0","6","3","24","33","4","3","4","3","6","0","6","3","6","6","0","6","3","0","0","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L24189","EmailPropertyType","org.broadleafcommerce.common.email.service.message.EmailPropertyType","L24163","L103","common\src\main\java\org\broadleafcommerce\common\email\service\message\EmailPropertyType.java","31","1","96","2","0.335079","1","7","1","0.242424","0.301887","16","16","1","2","2","16","1","3","4","0","8","0.125","0.116667","7","6","1","7","0.116667","7","1","1","0","0","1","53","66","7","3","7","3","8","3","7","1","8","25","3","7","1","53","66","7","3","7","3","8","3","7","1","8","25","3","7","1","0","0","34","0","13","0","0","10","0","12","0","0","0","0","0","0","0","3","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1"
"L23875","MessageCreator","org.broadleafcommerce.common.email.service.message.MessageCreator","L24163","L103","common\src\main\java\org\broadleafcommerce\common\email\service\message\MessageCreator.java","30","1","82","2","0","0","0","0","0","0","0","0","1","0","0","6","1","6","6","0","6","0","0","0","0","0","7","0","0","0","0","3","3","0","22","30","1","1","1","1","6","0","6","1","6","7","0","6","1","45","53","1","1","1","1","7","0","7","1","7","24","0","7","1","0","0","21","4","1","0","0","0","0","0","0","0","0","0","0","1","0","1","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1"
