ID,Name,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs
L96465,NodesStressTest$Indexer,226,5,264,6,0,0,0,0,0,0,0,0,1,2,2,5,7,1,1,12,15,0,0,0,0,0,2,0,0,0,0,0,0,0,35,39,3,0,3,0,3,0,1,0,3,16,0,1,0,35,39,3,0,3,0,3,0,1,0,3,16,0,1,0,0,0,10,2,8,0,0,0,0,0,0,0,0,0,4,1,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
L96662,NettyEchoBenchmark,34,1,157,2,0,0,0,0,0,0,0,0,1,2,2,7,1,0,0,1,2,0,0.102941,7,0,0,2,0.0784314,8,0,0,0,0,0,61,84,0,0,0,0,1,0,1,0,1,47,0,1,0,94,124,1,2,1,2,8,1,8,0,8,55,1,8,0,0,0,39,4,10,0,0,0,0,0,0,2,0,0,1,0,0,3,31,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0
L96771,StringMapAdjustOrPutBenchmark$StringEntry,239,5,247,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9,2,0,2,0,1,0,0,0,1,2,0,0,0,8,9,2,0,2,0,1,0,0,0,1,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L96786,StringMapAdjustOrPutBenchmark$IntEntry,249,5,257,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9,2,0,2,0,1,0,0,0,1,2,0,0,0,8,9,2,0,2,0,1,0,0,0,1,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L96875,IndexAliasesTests,62,1,619,2,0.38974,9,31,31,0.326165,0.334107,182,144,1,1,1,26,47,1,1,79,98,0.0666667,0.0340136,15,3,1,14,0.0336323,15,1,1,0,0,1,426,553,8,3,4,3,19,0,14,0,31,361,0,26,0,431,558,8,3,4,3,20,0,15,0,32,363,0,27,0,0,0,129,38,39,0,0,0,0,67,0,0,0,0,0,16,0,0,46,0,0,1,0,0,12,13,13,0,0,0,0,0,0,0,0,0,0,1,25,12,0,0,0
L96950,BroadcastActionsTests,47,1,122,2,0.35342,1,1,1,0.210526,0.245902,16,15,2,2,2,8,24,0,0,42,45,0.333333,0.0895522,6,3,1,2,0.0895522,6,1,1,0,0,1,61,76,4,0,0,0,3,0,2,0,15,54,0,14,0,61,76,4,0,0,0,3,0,2,0,15,54,0,14,0,0,0,24,3,3,0,0,0,0,12,0,1,0,0,0,2,0,0,9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
L97017,AbstractZenNodesTests,30,1,38,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,4,0.5,0.454545,5,3,1,1,0.454545,5,1,1,2,2,1,6,9,4,0,0,0,1,0,1,1,13,1,0,13,1,6,9,4,0,0,0,1,0,1,1,13,1,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97046,ClusterHealthTests,32,1,47,2,0,0,0,0,0,0,0,0,2,0,0,2,11,0,0,13,15,0,0,0,0,0,3,0,0,1,1,0,0,1,14,16,4,0,0,0,2,0,2,0,14,6,0,14,0,14,16,4,0,0,0,2,0,2,0,14,6,0,14,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97051,MinimumMasterNodesTests,44,1,287,2,0.443974,5,17,10,0.372951,0.376963,91,72,1,3,3,19,36,0,0,52,55,0,0.0154639,3,0,0,4,0.0154639,3,2,2,0,0,1,191,244,4,0,0,0,3,0,3,0,16,168,0,16,1,191,244,4,0,0,0,3,0,3,0,16,168,0,16,1,0,2,39,11,8,0,0,0,0,22,0,0,0,0,0,4,0,2,9,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,0
L97066,NoMasterNodeTests,41,1,125,2,0,0,0,0,0,0,0,0,2,1,1,9,27,0,0,41,43,0.333333,0.0405405,3,2,1,2,0.0405405,3,1,1,0,0,1,71,85,4,0,0,0,2,0,2,0,14,42,0,14,0,71,85,4,0,0,0,2,0,2,0,14,42,0,14,0,0,0,10,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
L97078,SimpleDataNodesTests,38,1,79,2,0,0,0,0,0,0,0,0,2,1,1,5,16,0,0,25,28,0.333333,0.184211,7,3,1,2,0.184211,7,1,1,0,0,1,31,42,4,0,0,0,3,0,2,0,15,17,0,14,0,31,42,4,0,0,0,3,0,2,0,15,17,0,14,0,0,0,12,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
L97086,SpecificMasterNodesTests,34,1,102,2,0.683631,3,14,7,0.623188,0.631579,43,36,2,1,1,6,16,0,0,19,22,0.25,0.0952381,6,3,1,3,0.0952381,6,2,2,0,0,1,57,69,4,0,0,0,3,0,3,0,16,40,0,16,1,57,69,4,0,0,0,3,0,3,0,16,40,0,16,1,0,0,31,5,2,0,0,0,0,18,0,1,0,0,0,3,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
L97095,WriteConsistencyLevelTests,39,1,104,2,0.644295,1,4,2,0.606061,0.612245,40,30,2,1,1,5,20,0,0,27,30,0.333333,0.140351,8,3,1,2,0.140351,8,1,1,0,0,1,49,66,4,0,0,0,3,0,2,0,15,27,0,14,0,49,66,4,0,0,0,3,0,2,0,15,27,0,14,0,0,0,24,4,7,0,0,0,0,12,0,1,0,0,0,2,0,0,9,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
L97108,DiscoveryTests,32,1,56,2,0,0,0,0,0,0,0,0,2,0,0,2,12,0,0,15,17,0,0,0,0,0,3,0,0,1,1,0,0,1,20,25,4,0,0,0,2,0,2,0,14,8,0,14,0,20,25,4,0,0,0,2,0,2,0,14,8,0,14,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97117,AliasedIndexDocumentActionsTests,31,1,53,2,0,0,0,0,0,0,0,0,2,1,1,4,13,0,0,13,16,1,0.173913,4,3,1,0,0.173913,4,2,2,0,0,1,19,23,6,4,0,1,3,0,0,0,25,7,0,16,0,19,23,6,4,0,1,3,0,0,0,25,7,0,16,0,0,0,11,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L96993,DocumentActionsTests,60,1,342,2,0.108773,1,2,2,0.0706714,0.0782609,20,18,1,1,1,20,45,4,0,104,114,0.2,0.0456432,11,3,1,4,0.0456432,11,1,1,4,4,1,230,283,6,3,2,3,10,0,4,0,22,200,0,16,0,230,283,6,3,2,3,10,0,4,0,22,200,0,16,0,0,0,41,8,6,0,0,0,0,9,0,0,0,0,0,5,0,0,23,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,4,2,4,2,0,0,0
L97161,LocalDocumentActionsTests,28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,4,1,0.333333,3,3,1,0,0.333333,3,2,2,0,0,1,6,7,6,3,0,0,1,0,0,0,23,1,0,16,0,6,7,6,3,0,0,1,0,0,0,23,1,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97282,GetActionTests,42,1,225,2,0.117507,1,2,2,0.108696,0.109589,20,16,1,1,1,8,29,0,0,49,54,0,0.0201342,3,0,0,6,0.0201342,3,1,1,0,0,1,146,184,5,0,1,0,5,0,5,0,17,117,0,17,0,146,184,5,0,1,0,5,0,5,0,17,117,0,17,0,0,0,27,11,3,0,0,0,0,9,0,0,0,0,0,4,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,0,0,0
L97299,IndexLifecycleActionTests,48,1,338,2,0.571429,7,17,17,0.525773,0.55122,153,113,2,0,0,4,30,0,0,48,52,0.2,0.116379,27,3,1,4,0.116379,27,1,1,0,0,1,205,291,5,0,1,0,4,0,4,0,16,178,0,16,0,205,291,5,0,1,0,4,0,4,0,16,178,0,16,0,0,0,40,10,18,0,0,0,0,20,0,1,0,0,0,4,0,0,11,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0
L97458,MoreLikeThisActionTests,40,1,128,2,0.110692,1,1,1,0.11236,0.111111,10,8,1,0,0,6,20,0,0,44,50,0.2,0.04,3,3,1,4,0.04,3,1,1,0,0,1,72,89,6,2,2,2,6,0,4,0,18,52,0,16,0,72,89,6,2,2,2,6,0,4,0,18,52,0,16,0,0,0,25,5,6,0,0,0,0,7,0,0,0,0,0,3,0,0,15,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
L97476,SimpleNestedTests,46,1,453,2,0.213355,3,6,6,0.210784,0.22293,86,70,1,1,1,19,38,0,0,74,89,0,0.0484848,16,0,0,13,0.0484848,16,1,1,0,0,1,314,408,5,0,1,0,15,0,12,0,27,162,0,24,0,314,408,5,0,1,0,15,0,12,0,27,162,0,24,0,0,0,74,45,5,0,0,0,0,31,0,0,0,0,0,8,0,0,33,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,23,14,0,0,0
L97516,SimpleNodesInfoTests,37,1,77,2,0,0,0,0,0,0,0,0,2,0,0,2,14,0,0,19,21,0.333333,0.0833333,3,3,1,2,0.0833333,3,1,1,0,0,1,33,41,4,0,0,0,2,0,2,0,14,25,0,14,0,33,41,4,0,0,0,2,0,2,0,14,25,0,14,0,0,0,10,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
L97527,RecoveryPercolatorTests,41,1,179,2,0.683852,5,11,8,0.690647,0.714286,96,80,1,3,3,6,29,0,0,50,53,0,0.00884956,1,0,0,4,0.00884956,1,1,1,0,0,1,112,139,4,0,0,0,3,0,3,0,15,66,0,15,0,112,139,4,0,0,0,3,0,3,0,15,66,0,15,0,0,0,37,13,8,0,0,0,0,25,0,0,0,0,0,3,0,0,9,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0
L97533,SimplePercolatorTests,44,1,389,2,0.493461,7,59,23,0.471098,0.484099,163,137,1,1,1,29,27,0,0,47,56,0.111111,0.0566667,17,3,1,8,0.0566667,17,1,1,0,0,1,283,346,5,1,1,1,9,0,8,0,21,136,0,20,0,283,346,5,1,1,1,9,0,8,0,21,136,0,20,0,0,0,76,35,5,0,0,0,0,47,0,0,0,0,0,7,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,13,14,7,0,0,0
L97553,ClusterAndIndexReaderOnlyTests,44,1,176,2,0.172996,1,2,2,0.172932,0.156863,23,16,2,1,1,16,21,0,0,18,28,0,0.0973451,11,0,0,3,0.0973451,11,1,1,0,0,1,102,133,4,0,0,0,10,0,2,2,22,65,0,14,2,102,133,4,0,0,0,10,0,2,2,22,65,0,14,2,0,0,37,6,0,0,0,0,0,12,0,1,0,0,0,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
L97600,FullRollingRestartTests,34,1,102,2,0,0,0,0,0,0,0,0,2,1,1,7,16,0,0,30,32,0.333333,0.206897,12,3,1,2,0.206897,12,1,1,0,0,1,46,69,4,0,0,0,2,0,2,0,14,41,0,14,0,46,69,4,0,0,0,2,0,2,0,14,41,0,14,0,0,0,10,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
L97604,RecoveryWhileUnderLoadTests,40,1,336,2,0.760199,10,56,25,0.734007,0.72541,218,177,2,1,1,19,16,3,0,26,30,0.2,0.05,10,3,1,4,0.0393701,10,1,1,0,0,1,190,243,5,0,1,0,4,0,4,0,16,169,0,16,0,244,297,5,0,1,0,7,0,7,0,19,198,0,19,0,0,0,86,10,3,0,0,0,0,52,0,1,0,0,0,6,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,0,0
L97628,SimpleRecoveryTests,40,1,123,2,0.253209,1,1,1,0.190476,0.214286,16,15,2,1,1,6,19,3,0,37,41,0.333333,0.0540541,4,3,1,2,0.0540541,4,1,1,3,3,1,70,84,4,0,0,0,4,0,2,0,16,60,0,14,0,70,84,4,0,0,0,4,0,2,0,16,60,0,14,0,0,0,26,5,7,0,0,0,0,12,0,1,0,0,0,2,0,0,11,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
L97638,SmallFileChunkSizeRecoveryTests,28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,4,1,0.333333,3,3,1,0,0.333333,3,2,2,0,0,1,6,7,4,0,0,0,1,0,0,0,17,1,0,14,0,6,7,4,0,0,0,1,0,0,0,17,1,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97644,SmallTranslogOpsRecoveryTests,28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,4,1,0.333333,3,3,1,0,0.333333,3,2,2,0,0,1,6,7,4,0,0,0,1,0,0,0,17,1,0,14,0,6,7,4,0,0,0,1,0,0,0,17,1,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97647,SmallTranslogSizeRecoveryTests,28,1,34,2,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,4,1,0.333333,3,3,1,0,0.333333,3,2,2,0,0,1,6,7,4,0,0,0,1,0,0,0,17,1,0,14,0,6,7,4,0,0,0,1,0,0,0,17,1,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97655,AliasResolveRoutingTests,44,1,183,2,0.381091,1,4,2,0.228571,0.243478,32,28,1,1,1,12,17,0,0,27,35,0.2,0.057377,7,3,1,4,0.057377,7,1,1,0,0,1,115,140,6,1,2,1,8,0,4,0,20,74,0,16,0,115,140,6,1,2,1,8,0,4,0,20,74,0,16,0,0,0,41,12,2,0,0,0,0,19,0,0,0,0,0,3,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0
L97697,AliasRoutingTests,42,1,411,2,0.35084,5,24,7,0.313514,0.331169,116,102,1,1,1,48,32,0,0,59,67,125,0.0253165,8,3,1,7,0.0253165,8,1,1,0,0,1,308,370,5,1,1,1,8,0,7,0,20,284,0,19,0,308,370,5,1,1,1,8,0,7,0,20,284,0,19,0,0,0,58,26,46,0,0,0,0,28,0,0,0,2,0,7,0,0,19,0,0,41,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,5,15,6,0,0,0
L97717,SimpleRoutingTests,42,1,336,2,0.649104,8,54,17,0.60678,0.618474,179,154,1,1,1,43,31,0,0,57,66,0.111111,0.0311284,8,3,1,8,0.0311284,8,1,1,0,0,1,249,295,5,1,1,1,9,0,8,0,21,218,0,20,0,249,295,5,1,1,1,9,0,8,0,21,218,0,20,0,0,0,76,21,21,0,0,0,0,46,0,0,0,1,0,8,0,0,21,0,0,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,0,0,0
L98519,SimpleTimestampTests,35,1,108,2,0,0,0,0,0,0,0,0,1,0,0,4,18,0,0,32,36,0.25,0.126984,8,2,1,3,0.126984,8,1,1,0,0,1,55,74,5,1,1,1,4,0,3,0,16,39,0,15,0,55,74,5,1,1,1,4,0,3,0,16,39,0,15,0,0,0,13,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
L98532,SimpleTTLTests,35,1,154,2,0,0,0,0,0,0,0,0,1,1,1,5,21,0,0,41,45,0,0.123894,14,0,0,4,0.123894,14,1,1,0,0,1,99,120,6,1,2,1,4,0,3,0,16,63,0,15,0,99,120,6,1,2,1,4,0,3,0,16,63,0,15,0,0,0,14,13,2,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11,2,0,0,0
L98547,UpdateTests,41,1,173,2,0,0,0,0,0,0,0,0,1,1,1,13,26,0,0,44,51,0,0.0714286,8,0,0,4,0.0714286,8,1,1,0,0,1,104,133,5,2,1,2,7,0,3,0,19,71,0,15,0,104,133,5,2,1,2,7,0,3,0,19,71,0,15,0,0,0,20,8,2,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0
L98566,SimpleValidateQueryTests,37,1,84,2,0,0,0,0,0,0,0,0,1,0,0,4,18,0,0,31,35,0.25,75,3,3,1,3,75,3,1,1,0,0,1,37,48,5,1,1,1,4,0,3,0,16,18,0,15,0,37,48,5,1,1,1,4,0,3,0,16,18,0,15,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
L98582,ConcurrentDocumentOperationTests,22,1,75,2,0,0,0,0,0,0,0,0,2,1,1,5,16,0,0,19,21,0.333333,0.105263,4,3,1,2,0.0833333,4,1,1,0,0,1,34,43,4,0,0,0,2,0,2,0,14,25,0,14,0,44,54,4,0,0,0,4,0,4,0,16,29,0,16,0,0,0,18,3,1,0,0,0,0,0,0,2,0,0,0,2,0,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
L98593,SimpleVersioningTests,46,1,295,2,0.456476,2,22,4,444,0.467005,111,92,1,1,1,33,30,0,0,46,53,125,0.0483092,10,3,1,7,0.0483092,10,1,1,0,0,1,197,250,6,0,2,0,7,0,7,0,19,138,0,19,0,197,250,6,0,2,0,7,0,7,0,19,138,0,19,0,0,0,45,9,5,0,0,0,0,20,0,0,0,1,0,6,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0
L98617,ClientFailover,34,1,87,2,0,0,0,0,0,0,0,0,1,2,2,5,10,0,0,13,14,0.5,0.0857143,3,2,1,1,0.0638298,3,0,0,0,0,0,32,42,0,0,0,0,1,0,1,0,1,24,0,1,0,44,54,0,0,0,0,2,0,2,0,2,30,0,2,0,0,0,11,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L98630,FullRestartStressTest,50,1,240,2,0.0908108,1,3,1,0.0575916,0.0657895,11,10,1,5,5,29,34,0,0,53,64,0.0833333,0.0617284,10,3,1,11,0.0617284,10,0,0,0,0,0,152,191,11,0,11,0,11,0,11,0,11,98,0,11,0,152,191,11,0,11,0,11,0,11,0,11,98,0,11,0,0,1,40,6,12,0,0,0,0,5,0,0,0,3,0,4,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,4,0,2,0,0,0
L98696,FilterCacheGcStress,34,1,73,2,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,16,17,0,0,0,0,0,2,0,0,0,0,0,0,0,18,26,0,0,0,0,1,0,1,0,1,10,0,1,0,32,40,0,0,0,0,3,0,3,0,3,14,0,3,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L98713,GetStressTest,33,1,97,2,0,0,0,0,0,0,0,0,1,1,1,4,11,0,0,15,16,0,0,0,0,0,2,0.0185185,1,0,0,0,0,0,34,43,0,0,0,0,1,0,1,0,1,24,0,1,0,53,65,0,0,0,0,2,0,2,0,2,34,0,2,0,0,0,12,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L98721,MGetStress1,36,1,106,2,0,0,0,0,0,0,0,0,1,1,1,3,7,0,0,9,10,0.5,125,4,2,1,1,0.0757576,5,0,0,0,0,0,28,37,0,0,0,0,1,0,1,0,1,24,0,1,0,61,71,0,0,0,0,3,0,3,0,3,44,0,3,0,0,0,17,1,8,0,0,0,0,0,0,0,0,2,0,0,0,1,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
L98738,BulkIndexingStressTest,33,1,57,2,0,0,0,0,0,0,0,0,1,2,2,5,10,0,0,12,13,0.5,0.0909091,2,2,1,1,0.0909091,2,0,0,0,0,0,20,25,0,0,0,0,1,0,1,0,1,17,0,1,0,20,25,0,0,0,0,1,0,1,0,1,17,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L98742,ConcurrentIndexingVersioningTest,38,1,121,2,0,0,0,0,0,0,0,0,1,4,4,12,17,0,0,25,26,0.5,0.0461538,3,3,1,1,0.0379747,3,0,0,0,0,0,62,70,0,0,0,0,1,0,1,0,1,53,0,1,0,76,84,0,0,0,0,2,0,2,0,2,61,0,2,0,0,1,15,3,7,0,1,0,0,0,0,0,0,3,0,2,0,1,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
L98755,GenericStatsLeak,30,1,51,2,0,0,0,0,0,0,0,0,1,1,1,2,9,0,0,11,12,0,0,0,0,0,2,0,0,0,0,0,0,0,19,22,0,0,0,0,1,0,1,0,1,10,0,1,0,19,22,0,0,0,0,1,0,1,0,1,10,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L98759,JvmStatsLeak,28,1,35,2,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,2,0.5,0.363636,4,4,1,1,0.363636,4,0,0,0,0,0,7,8,0,0,0,0,1,0,1,0,1,2,0,1,0,7,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L98769,ManyIndicesRemoteStressTest,36,1,77,2,0,0,0,0,0,0,0,0,1,2,2,5,16,0,0,22,23,0.5,0.0810811,3,3,1,1,0.0810811,3,0,0,0,0,0,34,42,1,0,1,0,1,0,1,0,1,26,0,1,0,34,42,1,0,1,0,1,0,1,0,1,26,0,1,0,0,0,7,2,2,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L98778,ManyIndicesStressTest,38,1,102,2,0,0,0,0,0,0,0,0,1,2,2,8,24,0,0,39,40,0.5,0.0545455,3,3,1,1,0.0545455,3,0,0,0,0,0,52,65,1,0,1,0,1,0,1,0,1,43,0,1,0,52,65,1,0,1,0,1,0,1,0,1,43,0,1,0,0,0,7,2,9,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
L98786,ManyNodesManyIndicesRecoveryStressTest,34,1,125,2,0,0,0,0,0,0,0,0,1,3,3,16,21,0,0,33,34,0,0,0,0,0,2,0,0,0,0,0,0,0,80,92,0,0,0,0,1,0,1,0,1,65,0,1,0,80,92,0,0,0,0,1,0,1,0,1,65,0,1,0,0,0,9,1,12,0,0,0,0,0,0,0,0,1,0,2,0,1,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L98798,RefreshStressTest1,33,1,97,2,0,0,0,0,0,0,0,0,1,6,5,7,17,0,0,33,34,0.5,0.147541,9,2,1,1,0.147541,9,0,0,0,0,0,52,65,0,0,0,0,1,0,1,0,1,38,0,1,0,52,65,0,0,0,0,1,0,1,0,1,38,0,1,0,0,0,11,4,5,0,0,1,0,0,0,0,0,4,0,2,0,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
L98809,RollingRestartStressTest,56,1,363,2,0.186829,3,13,4,0.162338,0.196787,50,49,1,5,5,45,43,1,1,75,89,0.0714286,0.0376569,9,3,1,13,0.0348837,9,0,0,0,0,0,230,286,15,0,15,0,14,0,13,0,14,137,0,13,0,249,308,17,0,17,0,15,0,14,0,15,145,0,14,0,0,0,79,7,20,0,0,0,0,28,0,0,0,3,2,6,0,4,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0,6,3,1,3,0,0,0
L98900,ConcurrentSearchSerializationTests,22,1,93,2,0.0838323,1,1,1,0.152778,0.15873,11,10,1,1,1,4,11,0,0,13,14,0.5,0.121951,5,5,1,1,0.0735294,5,0,0,0,0,0,36,44,0,0,0,0,1,0,1,0,1,29,0,1,0,63,72,0,0,0,0,4,0,4,0,4,41,0,4,0,0,1,46,3,6,0,1,0,0,24,0,1,0,2,0,2,0,1,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
